,0
dummy,0.0
bedrooms,0.0
bathrooms,0.0
sqft_living,0.0
sqft_lot,0.0
floors,0.0
waterfront,0.0
view,0.0
condition,0.0
grade,0.0
sqft_above,0.0
sqft_basement,0.0
yr_built,0.0
yr_renovated,0.0
zipcode,0.0
lat,0.0
long,0.0
sqft_living15,0.0
sqft_lot15,0.0
month,0.0
day,0.0
year,0.0
